H	2	1024	"2019-04-01 18:15:57"	60	3.47
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	2
18	7
19	3
20	38
21	174
22	426
23	441
24	454
25	474
26	418
27	444
28	492
29	551
30	498
31	474
32	453
33	561
34	535
35	549
36	482
37	437
38	396
39	387
40	420
41	478
42	436
43	542
44	446
45	498
46	485
47	482
48	507
49	559
50	498
51	498
52	570
53	558
54	539
55	514
56	537
57	587
58	527
59	573
60	625
61	553
62	589
63	625
64	528
65	548
66	512
67	519
68	513
69	517
70	495
71	550
72	495
73	540
74	500
75	551
76	600
77	644
78	689
79	700
80	663
81	752
82	768
83	795
84	766
85	764
86	771
87	764
88	726
89	730
90	667
91	660
92	602
93	645
94	552
95	605
96	517
97	588
98	530
99	577
100	497
101	580
102	519
103	548
104	490
105	511
106	503
107	525
108	500
109	504
110	442
111	513
112	445
113	453
114	460
115	485
116	444
117	458
118	440
119	422
120	430
121	432
122	432
123	416
124	420
125	429
126	443
127	410
128	421
129	404
130	358
131	426
132	379
133	438
134	386
135	408
136	375
137	374
138	377
139	407
140	359
141	391
142	391
143	381
144	366
145	392
146	373
147	394
148	393
149	376
150	390
151	374
152	391
153	331
154	376
155	411
156	355
157	404
158	385
159	418
160	381
161	376
162	383
163	430
164	359
165	398
166	395
167	397
168	409
169	414
170	363
171	388
172	358
173	354
174	404
175	429
176	389
177	451
178	374
179	413
180	416
181	421
182	418
183	442
184	428
185	416
186	394
187	393
188	351
189	374
190	331
191	312
192	304
193	254
194	236
195	248
196	185
197	207
198	172
199	178
200	161
201	138
202	134
203	153
204	138
205	100
206	98
207	96
208	103
209	123
210	85
211	88
212	78
213	83
214	61
215	76
216	85
217	58
218	70
219	66
220	56
221	58
222	56
223	57
224	53
225	55
226	43
227	52
228	43
229	47
230	39
231	63
232	57
233	50
234	52
235	58
236	53
237	63
238	38
239	43
240	47
241	59
242	46
243	51
244	49
245	54
246	60
247	71
248	74
249	104
250	127
251	169
252	183
253	255
254	320
255	422
256	497
257	629
258	804
259	922
260	1158
261	1350
262	1510
263	1738
264	1905
265	2232
266	2392
267	2561
268	2720
269	3029
270	3001
271	3169
272	2776
273	2877
274	2683
275	2491
276	2260
277	2060
278	1666
279	1690
280	1259
281	1050
282	884
283	655
284	527
285	423
286	258
287	204
288	163
289	107
290	73
291	55
292	29
293	21
294	18
295	20
296	18
297	22
298	12
299	17
300	9
301	10
302	10
303	10
304	17
305	10
306	11
307	5
308	17
309	10
310	15
311	16
312	13
313	12
314	10
315	18
316	9
317	13
318	5
319	8
320	16
321	13
322	8
323	5
324	16
325	12
326	7
327	9
328	12
329	15
330	9
331	9
332	6
333	6
334	4
335	9
336	8
337	9
338	7
339	8
340	4
341	10
342	7
343	11
344	5
345	11
346	7
347	6
348	6
349	7
350	10
351	8
352	9
353	5
354	12
355	9
356	8
357	7
358	4
359	10
360	13
361	5
362	5
363	8
364	7
365	9
366	4
367	7
368	6
369	5
370	13
371	11
372	6
373	8
374	6
375	8
376	4
377	5
378	6
379	4
380	6
381	7
382	6
383	5
384	3
385	3
386	7
387	9
388	9
389	6
390	10
391	7
392	6
393	9
394	6
395	4
396	3
397	5
398	7
399	12
400	5
401	4
402	3
403	7
404	4
405	4
406	8
407	4
408	3
409	8
410	2
411	2
412	6
413	0
414	5
415	4
416	0
417	3
418	1
419	3
420	3
421	4
422	2
423	4
424	5
425	7
426	3
427	3
428	5
429	4
430	3
431	10
432	4
433	5
434	3
435	6
436	7
437	4
438	7
439	7
440	6
441	7
442	8
443	2
444	5
445	6
446	5
447	7
448	5
449	8
450	3
451	3
452	2
453	4
454	4
455	5
456	1
457	1
458	3
459	3
460	4
461	7
462	3
463	2
464	5
465	5
466	2
467	2
468	5
469	3
470	3
471	3
472	1
473	4
474	2
475	2
476	4
477	4
478	2
479	1
480	5
481	6
482	2
483	2
484	4
485	4
486	3
487	0
488	4
489	3
490	4
491	2
492	2
493	1
494	1
495	2
496	1
497	2
498	4
499	4
500	3
501	1
502	3
503	2
504	6
505	3
506	4
507	2
508	5
509	3
510	3
511	1
512	2
513	1
514	1
515	0
516	8
517	7
518	6
519	0
520	3
