H	2	1024	"2019-04-01 18:22:53"	60	4.68
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	2
18	4
19	7
20	43
21	491
22	1215
23	1179
24	1301
25	1510
26	1694
27	2202
28	2907
29	3615
30	4053
31	5494
32	7220
33	10319
34	11823
35	11284
36	7681
37	4837
38	3472
39	3106
40	2935
41	2652
42	1835
43	1156
44	749
45	573
46	551
47	552
48	525
49	585
50	567
51	588
52	615
53	619
54	632
55	642
56	654
57	633
58	670
59	653
60	675
61	668
62	645
63	636
64	634
65	654
66	603
67	588
68	617
69	574
70	570
71	595
72	570
73	636
74	619
75	663
76	684
77	701
78	684
79	729
80	739
81	726
82	629
83	757
84	696
85	735
86	720
87	766
88	730
89	724
90	728
91	719
92	704
93	676
94	712
95	723
96	679
97	682
98	636
99	654
100	604
101	690
102	636
103	606
104	603
105	612
106	554
107	608
108	593
109	534
110	564
111	583
112	549
113	548
114	517
115	535
116	545
117	491
118	522
119	501
120	469
121	502
122	495
123	467
124	459
125	442
126	490
127	476
128	450
129	463
130	430
131	414
132	407
133	421
134	443
135	507
136	401
137	410
138	452
139	458
140	412
141	426
142	439
143	419
144	381
145	464
146	431
147	407
148	412
149	434
150	430
151	436
152	382
153	411
154	391
155	383
156	351
157	383
158	338
159	322
160	313
161	331
162	272
163	272
164	280
165	285
166	280
167	220
168	260
169	240
170	219
171	235
172	250
173	219
174	201
175	240
176	212
177	239
178	214
179	221
180	213
181	231
182	189
183	205
184	194
185	213
186	169
187	196
188	184
189	202
190	171
191	190
192	192
193	194
194	195
195	170
196	163
197	179
198	154
199	170
200	169
201	193
202	169
203	172
204	178
205	210
206	171
207	189
208	180
209	186
210	167
211	184
212	209
213	179
214	199
215	224
216	187
217	253
218	250
219	324
220	378
221	437
222	525
223	683
224	696
225	856
226	882
227	1053
228	1153
229	1384
230	1394
231	1578
232	1629
233	1768
234	1735
235	1790
236	1693
237	1624
238	1548
239	1374
240	1272
241	1082
242	895
243	793
244	635
245	537
246	452
247	391
248	302
249	242
250	227
251	191
252	134
253	141
254	144
255	127
256	147
257	125
258	120
259	136
260	130
261	147
262	134
263	158
264	173
265	173
266	134
267	162
268	170
269	146
270	143
271	144
272	150
273	129
274	161
275	121
276	126
277	113
278	134
279	135
280	121
281	150
282	108
283	129
284	111
285	115
286	114
287	117
288	105
289	125
290	93
291	120
292	125
293	99
294	119
295	111
296	121
297	111
298	110
299	133
300	122
301	115
302	97
303	107
304	123
305	108
306	125
307	118
308	128
309	120
310	94
311	129
312	125
313	107
314	115
315	132
316	110
317	107
318	123
319	113
320	124
321	116
322	129
323	110
324	140
325	125
326	133
327	110
328	117
329	114
330	119
331	116
332	103
333	139
334	111
335	105
336	105
337	116
338	102
339	111
340	102
341	92
342	96
343	90
344	94
345	81
346	64
347	71
348	76
349	80
350	57
351	56
352	69
353	55
354	46
355	45
356	48
357	49
358	51
359	53
360	47
361	46
362	46
363	50
364	35
365	38
366	39
367	32
368	43
369	48
370	36
371	43
372	40
373	33
374	32
375	36
376	30
377	36
378	34
379	36
380	30
381	43
382	25
383	31
384	25
385	26
386	29
387	25
388	29
389	26
390	32
391	26
392	26
393	26
394	40
395	41
396	28
397	28
398	22
399	43
400	49
401	38
402	29
403	43
404	43
405	47
406	78
407	88
408	91
409	89
410	111
411	137
412	143
413	173
414	217
415	239
416	251
417	276
418	282
419	324
420	333
421	378
422	378
423	382
424	435
425	456
426	446
427	472
428	432
429	470
430	434
431	461
432	409
433	407
434	366
435	353
436	297
437	299
438	278
439	195
440	188
441	206
442	143
443	137
444	106
445	102
446	86
447	70
448	55
449	54
450	42
451	46
452	32
453	38
454	24
455	26
456	24
457	33
458	28
459	20
460	20
461	15
462	24
463	25
464	20
465	27
466	22
467	15
468	29
469	16
470	16
471	25
472	18
473	18
474	15
475	24
476	17
477	20
478	17
479	18
480	16
481	23
482	16
483	13
484	11
485	10
486	15
487	23
488	19
489	11
490	18
491	14
492	23
493	15
494	14
495	12
496	13
497	21
498	14
499	15
500	19
501	19
502	23
503	19
504	13
505	17
506	19
507	12
508	23
509	16
510	19
511	17
512	16
513	15
514	15
515	21
516	20
517	12
