H	2	1024	"2019-04-01 18:13:57"	59	0.26
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	2
18	6
19	5
20	13
21	48
22	67
23	80
24	84
25	82
26	115
27	134
28	115
29	112
30	132
31	158
32	142
33	164
34	185
35	205
36	304
37	506
38	684
39	969
40	1104
41	1271
42	1106
43	755
44	296
45	133
46	86
47	75
48	69
49	70
50	66
51	81
52	76
53	74
54	93
55	78
56	67
57	83
58	86
59	63
60	62
61	77
62	69
63	60
64	60
65	59
66	47
67	53
68	59
69	46
70	49
71	46
72	47
73	51
74	49
75	53
76	38
77	39
78	40
79	38
80	51
81	41
82	37
83	27
84	44
85	33
86	38
87	42
88	39
89	43
90	42
91	37
92	34
93	40
94	29
95	36
96	15
97	25
98	39
99	39
100	30
101	37
102	30
103	24
104	34
105	24
106	33
107	23
108	18
109	24
110	32
111	21
112	19
113	25
114	23
115	20
116	18
117	24
118	15
119	18
120	22
121	22
122	19
123	14
124	21
125	13
126	13
127	16
128	16
129	16
130	15
131	17
132	13
133	25
134	14
135	10
136	14
137	12
138	10
139	15
140	17
141	17
142	13
143	17
144	20
145	17
146	6
147	17
148	11
149	7
150	13
151	13
152	14
153	16
154	10
155	9
156	12
157	6
158	9
159	10
160	13
161	10
162	7
163	9
164	5
165	4
166	9
167	7
168	6
169	10
170	4
171	9
172	10
173	4
174	3
175	6
176	7
177	2
178	4
179	4
180	8
181	8
182	3
183	3
184	5
185	6
186	8
187	6
188	5
189	6
190	4
191	7
192	6
193	9
194	2
195	4
196	2
197	11
198	6
199	6
200	10
201	3
202	3
203	6
204	8
205	5
206	7
207	5
208	6
209	6
210	3
211	7
212	7
213	9
214	8
215	4
216	4
217	2
218	3
219	3
220	4
221	3
222	5
223	6
224	8
225	0
226	5
227	5
228	0
229	3
230	4
231	1
232	7
233	6
234	6
235	5
236	6
237	6
238	4
239	5
240	12
241	9
242	6
243	7
244	9
245	4
246	10
247	10
248	3
249	12
250	5
251	5
252	4
253	8
254	7
255	6
256	9
257	3
258	6
259	4
260	5
261	3
262	2
263	2
264	10
265	5
266	5
267	9
268	4
269	6
270	3
271	3
272	2
273	4
274	2
275	2
276	1
277	3
278	4
279	2
280	1
281	5
282	1
283	3
284	1
285	3
286	3
287	5
288	1
289	5
290	0
291	4
292	2
293	3
294	2
295	1
296	5
297	3
298	1
299	4
300	2
301	2
302	1
303	1
304	2
305	4
306	4
307	4
308	2
309	1
310	1
311	2
312	2
313	3
314	0
315	1
316	2
317	4
318	5
319	1
320	2
321	1
322	1
323	3
324	1
325	2
326	2
327	1
328	1
329	3
330	4
331	2
332	1
333	3
334	1
335	1
336	2
337	2
338	0
339	0
340	2
341	2
342	4
343	4
344	1
345	2
346	0
347	1
348	2
349	2
350	0
351	2
352	2
353	0
354	2
355	2
356	3
357	3
358	2
359	4
360	3
361	0
362	0
363	2
364	0
365	4
366	1
367	0
368	1
369	6
370	1
371	1
372	4
373	4
374	4
375	2
376	3
377	3
378	1
379	1
380	0
381	2
382	4
383	3
384	2
385	0
386	0
387	3
388	2
389	1
390	2
391	2
392	1
393	3
394	1
395	1
396	2
397	4
398	2
399	3
400	2
401	2
402	2
403	0
404	0
405	2
406	1
407	3
408	2
409	1
410	1
411	0
412	0
413	1
414	1
415	1
416	0
417	0
418	3
419	0
420	2
421	2
422	3
423	3
424	2
425	1
426	2
427	0
428	5
429	1
430	0
431	2
432	2
433	2
434	1
435	3
436	1
437	0
438	2
439	1
440	0
441	0
442	0
443	1
444	1
445	4
446	2
447	2
448	0
449	1
450	2
451	3
452	2
453	0
454	1
455	2
456	1
457	1
458	1
459	1
460	1
461	2
462	3
463	0
464	2
465	4
466	3
467	3
468	0
469	1
470	1
471	1
472	2
473	2
474	1
475	2
476	1
477	1
478	1
479	2
480	1
481	0
482	1
483	0
484	0
485	0
486	1
487	0
488	4
489	1
490	1
491	1
492	1
493	1
494	1
495	1
496	2
497	0
498	3
499	0
500	1
501	1
502	0
503	0
504	1
505	1
506	0
507	1
508	0
509	1
510	1
511	4
512	0
513	2
514	2
515	1
516	0
517	0
518	1
519	1
520	1
521	2
522	1
523	0
524	1
525	0
